,day,coustomer,wine,region,price,Popularity
512,day3,a4,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
513,day3,a4,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
514,day3,a4,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
515,day3,a4,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
516,day3,a4,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
517,day3,a4,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
518,day3,a4,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
519,day3,a4,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
520,day3,a4,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
521,day3,a4,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
522,day3,a4,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
523,day3,a4,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
524,day3,a4,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
525,day3,a4,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
526,day3,a4,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
527,day3,a4,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
528,day3,a4,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
529,day3,a4,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
530,day3,a4,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
531,day3,a4,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
532,day3,a5,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
533,day3,a5,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
534,day3,a5,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
535,day3,a5,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
536,day3,a5,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
537,day3,a5,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
538,day3,a5,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
539,day3,a5,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
540,day3,a5,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
541,day3,a5,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
542,day3,a5,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
543,day3,a5,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
544,day3,a5,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
545,day3,a5,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
546,day3,a5,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
547,day3,a5,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
548,day3,a5,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
549,day3,a5,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
550,day3,a5,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
551,day3,a5,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
552,day3,a6,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
553,day3,a6,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
554,day3,a6,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
555,day3,a6,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
556,day3,a6,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
557,day3,a7,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
558,day3,a7,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
559,day3,a7,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
560,day3,a7,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
561,day3,a7,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
562,day3,a8,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
563,day3,a8,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
564,day3,a8,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
565,day3,a8,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
566,day3,a8,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
567,day3,a9,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
568,day3,a9,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
569,day3,a9,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
570,day3,a9,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
571,day3,a9,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
572,day3,a10,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
573,day3,a10,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
574,day3,a10,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
575,day3,a10,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
576,day3,a10,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
577,day3,a11,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
578,day3,a11,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
579,day3,a11,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
580,day3,a11,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
581,day3,a11,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
582,day3,a12,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
583,day3,a12,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
584,day3,a12,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
585,day3,a12,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
586,day3,a12,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
587,day3,a12,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
588,day3,a12,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
589,day3,a12,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
590,day3,a12,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
591,day3,a12,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
592,day3,a12,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
593,day3,a13,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
594,day3,a13,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
595,day3,a13,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
596,day3,a13,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
597,day3,a13,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
598,day3,a13,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
599,day3,a13,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
600,day3,a13,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
601,day3,a13,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
602,day3,a13,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
603,day3,a13,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
604,day3,a14,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
605,day3,a14,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
606,day3,a14,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
607,day3,a14,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
608,day3,a14,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
609,day3,a14,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
610,day3,a14,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
611,day3,a14,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
612,day3,a14,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
613,day3,a14,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
614,day3,a14,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
615,day3,a15,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
616,day3,a15,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
617,day3,a15,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
618,day3,a15,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
619,day3,a15,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
620,day3,a15,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
621,day3,a15,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
622,day3,a15,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
623,day3,a15,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
624,day3,a15,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
625,day3,a15,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
626,day3,a16,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
627,day3,a16,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
628,day3,a16,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
629,day3,a16,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
630,day3,a16,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
631,day3,a16,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
632,day3,a16,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
633,day3,a16,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
634,day3,a16,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
635,day3,a16,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
636,day3,a16,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
637,day3,a17,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
638,day3,a17,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
639,day3,a17,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
640,day3,a17,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
641,day3,a17,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
642,day3,a17,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
643,day3,a17,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
644,day3,a17,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
645,day3,a17,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
646,day3,a17,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
647,day3,a17,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
648,day2,a0,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
649,day2,a0,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
650,day2,a0,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
651,day2,a0,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
652,day2,a0,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
653,day2,a0,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
654,day2,a0,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
655,day2,a0,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
656,day2,a0,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
657,day2,a0,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
658,day2,a0,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
659,day2,a0,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
660,day2,a0,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
661,day2,a0,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
662,day2,a0,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
663,day2,a0,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
664,day2,a0,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
665,day2,a0,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
666,day2,a0,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
667,day2,a0,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
668,day2,a1,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
669,day2,a1,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
670,day2,a1,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
671,day2,a1,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
672,day2,a1,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
673,day2,a1,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
674,day2,a1,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
675,day2,a1,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
676,day2,a1,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
677,day2,a1,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
678,day2,a1,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
679,day2,a1,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
680,day2,a1,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
681,day2,a1,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
682,day2,a1,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
683,day2,a1,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
684,day2,a1,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
685,day2,a1,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
686,day2,a1,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
687,day2,a1,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
688,day2,a2,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
689,day2,a2,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
690,day2,a2,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
691,day2,a2,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
692,day2,a2,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
693,day2,a2,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
694,day2,a2,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
695,day2,a2,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
696,day2,a2,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
697,day2,a2,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
698,day2,a2,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
699,day2,a2,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
700,day2,a2,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
701,day2,a2,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
702,day2,a2,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
703,day2,a2,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
704,day2,a2,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
705,day2,a2,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
706,day2,a2,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
707,day2,a2,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
708,day2,a3,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
709,day2,a3,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
710,day2,a3,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
711,day2,a3,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
712,day2,a3,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
713,day2,a3,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
714,day2,a3,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
715,day2,a3,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
716,day2,a3,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
717,day2,a3,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
718,day2,a3,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
719,day2,a3,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
720,day2,a3,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
721,day2,a3,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
722,day2,a3,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
723,day2,a3,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
724,day2,a3,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
725,day2,a3,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
726,day2,a3,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
727,day2,a3,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
728,day2,a4,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
729,day2,a4,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
730,day2,a4,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
731,day2,a4,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
732,day2,a4,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
733,day2,a4,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
734,day2,a4,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
735,day2,a4,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
736,day2,a4,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
737,day2,a4,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
738,day2,a4,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
739,day2,a4,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
740,day2,a4,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
741,day2,a4,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
742,day2,a4,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
743,day2,a4,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
744,day2,a4,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
745,day2,a4,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
746,day2,a4,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
747,day2,a4,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
748,day2,a5,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
749,day2,a5,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
750,day2,a5,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
751,day2,a5,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
752,day2,a5,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
753,day2,a5,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
754,day2,a5,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
755,day2,a5,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
756,day2,a5,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
757,day2,a5,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
758,day2,a5,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
759,day2,a5,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
760,day2,a5,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
761,day2,a5,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
762,day2,a5,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
763,day2,a5,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
764,day2,a5,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
765,day2,a5,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
766,day2,a5,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
767,day2,a5,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
768,day2,a6,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
